Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.34     0.00       18     0.00     0.00  void std::list<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase*, std::allocator<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase*> >::_M_insert<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase* const&>(std::_List_iterator<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase*>, GgafDx9Core::GgafDx9AllocHierarchy::deleterBase* const&&&)
  0.00      3.34     0.00       18     0.00     0.00  std::list<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase*, std::allocator<GgafDx9Core::GgafDx9AllocHierarchy::deleterBase*> >::push_back(GgafDx9Core::GgafDx9AllocHierarchy::deleterBase* const&)
  0.00      3.34     0.00       18     0.00     0.00  std::_List_node<Frm::Mesh*>* std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_create_node<Frm::Mesh* const&>(Frm::Mesh* const&&&)
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_erase(std::_List_iterator<Frm::Mesh*>)
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::pop_back()
  0.00      3.34     0.00       18     0.00     0.00  void std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_insert<Frm::Mesh* const&>(std::_List_iterator<Frm::Mesh*>, Frm::Mesh* const&&&)
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::push_back(Frm::Mesh* const&)
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::list()
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::~list()
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::list()
  0.00      3.34     0.00       18     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::~list()
  0.00      3.34     0.00       17     0.00     0.00  GgafCore::GgafCurtain::open()
  0.00      3.34     0.00       17     0.00     0.00  MyStg2nd::LabelGecchi16Font::initialize()
  0.00      3.34     0.00       17     0.00     0.00  MyStg2nd::LabelGecchi16Font::LabelGecchi16Font(char const*)
  0.00      3.34     0.00       17     0.00     0.00  MyStg2nd::LabelGecchi16Font::~LabelGecchi16Font()
  0.00      3.34     0.00       17     0.00     0.00  MyStg2nd::LabelGecchi16Font::~LabelGecchi16Font()
  0.00      3.34     0.00       17     0.00     0.00  MyStg2nd::Magic::abandon(int)
  0.00      3.34     0.00       16     0.00     0.00  GgafDx9Core::GgafDx9Util::getWayAngle2D(int, int, int, int*)
  0.00      3.34     0.00       16     0.00     0.00  GgafDx9Core::GgafDx9Kuroko::stopTagettingMvAngSequence()
  0.00      3.34     0.00       16     0.00     0.00  GgafDx9Core::GgafDx9Scaler::intoTargetScaleLinerStep(int, int)
  0.00      3.34     0.00       16     0.00     0.00  Dix::OggDecoder::clear()
  0.00      3.34     0.00       16     0.00     0.00  Dix::PCMDecoder::clear()
  0.00      3.34     0.00       16     0.00     0.00  Dix::PCMDecoder::isReady()
  0.00      3.34     0.00       16     0.00     0.00  Dix::OggVorbisResource::getOggVorbisFile()
  0.00      3.34     0.00       16     0.00     0.00  Frm::Bone::Bone()
  0.00      3.34     0.00       16     0.00     0.00  Frm::Bone::~Bone()
  0.00      3.34     0.00       16     0.00     0.00  Frm::Array<float, 4>::Array()
  0.00      3.34     0.00       16     0.00     0.00  Frm::matrix<float>::isIdentity()
  0.00      3.34     0.00       16     0.00     0.00  Frm::Material::Material()
  0.00      3.34     0.00       16     0.00     0.00  Frm::Material::~Material()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessBone(Frm::Bone*)
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessMesh()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessMaterial()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessMeshNormals()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessMeshMaterials()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessMeshTextureCoords()
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::ProcessFrameTransformMatrix(Frm::Bone*&)
  0.00      3.34     0.00       16     0.00     0.00  ToolBox::IO_Model_X::SetUID(char)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::GgafElement(char const*)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::~GgafElement()
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafLordActor::GgafLordActor(GgafCore::GgafScene*)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafLordActor::~GgafLordActor()
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafLordActor::~GgafLordActor()
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Texture>::getConnection(char const*)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::getName()
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::GgafNode(char const*)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::~GgafNode()
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafScene::GgafScene(char const*)
  0.00      3.34     0.00       16     0.00     0.00  GgafCore::GgafScene::~GgafScene()
  0.00      3.34     0.00       16     0.00     0.00  MyStg2nd::MyOptionTorpedoController::fire()
  0.00      3.34     0.00       16     0.00     0.00  MyStg2nd::MyOption::onReset()
  0.00      3.34     0.00       16     0.00     0.00  MyStg2nd::MyTorpedo::onActive()
  0.00      3.34     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Bone*> >::deallocate(std::_List_node<Frm::Bone*>*, unsigned int)
  0.00      3.34     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Bone*> >::destroy(std::_List_node<Frm::Bone*>*)
  0.00      3.34     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Bone*> >::allocate(unsigned int, void const*)
  0.00      3.34     0.00       16     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Frm::Bone*> >::construct<Frm::Bone* const&>(std::_List_node<Frm::Bone*>*, Frm::Bone* const&&&)
  0.00      3.34     0.00       16     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Bone*> >::max_size() const
  0.00      3.34     0.00       16     0.00     0.00  std::_List_iterator<Frm::Subset*>::operator*() const
  0.00      3.34     0.00       16     0.00     0.00  std::_List_base<Frm::Bone*, std::allocator<Frm::Bone*> >::_M_get_node()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_base<Frm::Bone*, std::allocator<Frm::Bone*> >::_M_put_node(std::_List_node<Frm::Bone*>*)
  0.00      3.34     0.00       16     0.00     0.00  std::_List_base<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_get_Node_allocator()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_node<Frm::Bone*>::_List_node<Frm::Bone* const&>(Frm::Bone* const&&&)
  0.00      3.34     0.00       16     0.00     0.00  std::_List_node<Frm::Bone*>::~_List_node()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_iterator<Frm::Bone*>::operator--()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_iterator<Frm::Bone*>::operator++(int)
  0.00      3.34     0.00       16     0.00     0.00  std::_List_iterator<Frm::Subset*>::operator--()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_iterator<Frm::Material*>::operator--()
  0.00      3.34     0.00       16     0.00     0.00  std::_List_node<Frm::Bone*>* std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::_M_create_node<Frm::Bone* const&>(Frm::Bone* const&&&)
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::back()
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::_M_erase(std::_List_iterator<Frm::Bone*>)
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::pop_back()
  0.00      3.34     0.00       16     0.00     0.00  void std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::_M_insert<Frm::Bone* const&>(std::_List_iterator<Frm::Bone*>, Frm::Bone* const&&&)
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::push_back(Frm::Bone* const&)
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::back()
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::back()
  0.00      3.34     0.00       16     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::pop_back()
  0.00      3.34     0.00       15     0.00     0.00  GgafCore::GgafLordActor::initialize()
  0.00      3.34     0.00       15     0.00     0.00  GgafCore::GgafMainScene::GgafMainScene(char const*)
  0.00      3.34     0.00       15     0.00     0.00  GgafCore::GgafMainScene::~GgafMainScene()
  0.00      3.34     0.00       15     0.00     0.00  GgafCore::GgafUtil::strcmp_ascii(char const*, char const*)
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9Scene::GgafDx9Scene(char const*)
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9Scene::~GgafDx9Scene()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9AlphaCurtain::GgafDx9AlphaCurtain(GgafDx9Core::GgafDx9Scene*)
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9AlphaCurtain::~GgafDx9AlphaCurtain()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9AlphaCurtain::~GgafDx9AlphaCurtain()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9BgmPerformer::GgafDx9BgmPerformer()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9BgmPerformer::~GgafDx9BgmPerformer()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9BgmPerformer::~GgafDx9BgmPerformer()
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9LibStg::DefaultScene::DefaultScene(char const*)
  0.00      3.34     0.00       14     0.00     0.00  GgafDx9LibStg::DefaultScene::~DefaultScene()
  0.00      3.34     0.00       14     0.00     0.00  GgafCore::GgafCurtain::GgafCurtain(GgafCore::GgafScene*)
  0.00      3.34     0.00       14     0.00     0.00  GgafCore::GgafCurtain::~GgafCurtain()
  0.00      3.34     0.00       14     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::addSubLast(GgafCore::GgafScene*)
  0.00      3.34     0.00       14     0.00     0.00  GgafCore::GgafScene::addSubLast(GgafCore::GgafScene*)
  0.00      3.34     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::new_allocator()
  0.00      3.34     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~new_allocator()
  0.00      3.34     0.00       14     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false> > const&)
  0.00      3.34     0.00       14     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~allocator()
  0.00      3.34     0.00       14     0.00     0.00  std::_Iter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00      3.34     0.00       14     0.00     0.00  std::_Niter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**>(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00      3.34     0.00       13     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafActor>::onInactive()
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9Effect::GgafDx9Effect(char*)
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9Effect::~GgafDx9Effect()
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::processCreateResource(char*, void*)
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::processReleaseResource(GgafDx9Core::GgafDx9Effect*)
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::GgafDx9EffectConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::~GgafDx9EffectConnection()
  0.00      3.34     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::~GgafDx9EffectConnection()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisFile::open(char const*)
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisFile::clear()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisFile::~OggVorbisFile()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisFile::~OggVorbisFile()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisResource::isReady()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisResource::OggVorbisResource()
  0.00      3.34     0.00       12     0.00     0.00  Dix::OggVorbisResource::~OggVorbisResource()
  0.00      3.34     0.00       12     0.00     0.00  Dix::PCMPlayer::terminateThread()
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::useProgress(int)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::inactivateDelay(unsigned int)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafRepeatSeq::create(std::string, int, int)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafRepeatSeq::isExist(std::string)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::createResource(char*, void*)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::createResourceConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::add(GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>*)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::GgafResourceConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::~GgafResourceConnection()
  0.00      3.34     0.00       12     0.00     0.00  GgafCore::GgafScene::inactivateDelay(unsigned int)
  0.00      3.34     0.00       12     0.00     0.00  std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&)
  0.00      3.34     0.00       12     0.00     0.00  bool std::__detail::operator!=<std::pair<std::string const, int>, false>(std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&, std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&)
  0.00      3.34     0.00       12     0.00     0.00  std::__deque_buf_size(unsigned int)
  0.00      3.34     0.00       12     0.00     0.00  ogg_sync_init
  0.00      3.34     0.00       12     0.00     0.00  ov_fopen
  0.00      3.34     0.00       12     0.00     0.00  ov_open
  0.00      3.34     0.00       12     0.00     0.00  ov_open_callbacks
  0.00      3.34     0.00       12     0.00     0.00  ov_raw_seek
  0.00      3.34     0.00       12     0.00     0.00  vorbis_comment_clear
  0.00      3.34     0.00       12     0.00     0.00  vorbis_comment_init
  0.00      3.34     0.00       12     0.00     0.00  vorbis_info_init
  0.00      3.34     0.00       12     0.00     0.00  vorbis_synthesis_idheader
  0.00      3.34     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9SpriteActor::GgafDx9SpriteActor(char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00      3.34     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9SpriteActor::~GgafDx9SpriteActor()
  0.00      3.34     0.00       11     0.00     0.00  GgafDx9LibStg::DefaultSpriteActor::DefaultSpriteActor(char const*, char const*)
  0.00      3.34     0.00       11     0.00     0.00  GgafDx9LibStg::DefaultSpriteActor::~DefaultSpriteActor()
  0.00      3.34     0.00       11     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::inactivate()
  0.00      3.34     0.00       11     0.00     0.00  GgafCore::GgafScene::inactivate()
  0.00      3.34     0.00       11     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::empty() const
  0.00      3.34     0.00       11     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag)
  0.00      3.34     0.00       11     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*)
  0.00      3.34     0.00       10     0.00     0.00  GgafDx9Core::GgafDx9Scaler::forceScaleRange(int, int)
  0.00      3.34     0.00       10     0.00     0.00  GgafDx9Core::GgafDx9SeTransmitter::playImmediately(int)
  0.00      3.34     0.00       10     0.00     0.00  GgafDx9Core::GgafDx9Se::play(int, int)
  0.00      3.34     0.00       10     0.00     0.00  Frm::IO<Frm::Model3D*>::IO()
  0.00      3.34     0.00       10     0.00     0.00  Frm::Mesh::IsName(std::string&)
  0.00      3.34     0.00       10     0.00     0.00  Frm::Model3D::ConcatenateMeshes()
  0.00      3.34     0.00       10     0.00     0.00  Frm::Model3D::Model3D()
  0.00      3.34     0.00       10     0.00     0.00  Frm::Model3D::~Model3D()
  0.00      3.34     0.00       10     0.00     0.00  ToolBox::IO_Model_X::MapMeshToBones(Frm::Bone*&)
  0.00      3.34     0.00       10     0.00     0.00  ToolBox::IO_Model_X::Load(std::string, Frm::Model3D*&)
  0.00      3.34     0.00       10     0.00     0.00  ToolBox::IO_Model_X::IO_Model_X()
  0.00      3.34     0.00       10     0.00     0.00  ToolBox::IO_Model_X::~IO_Model_X()
  0.00      3.34     0.00       10     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::getSubFirst()
  0.00      3.34     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::initialize()
  0.00      3.34     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::EffectTurbo002(char const*)
  0.00      3.34     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::~EffectTurbo002()
  0.00      3.34     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::~EffectTurbo002()
  0.00      3.34     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::AnimationSet*> >::new_allocator()
  0.00      3.34     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::AnimationSet*> >::~new_allocator()
  0.00      3.34     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Mesh*> >::new_allocator()
  0.00      3.34     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Mesh*> >::~new_allocator()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::end() const
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::size() const
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::begin() const
  0.00      3.34     0.00       10     0.00     0.00  std::allocator<std::_List_node<Frm::AnimationSet*> >::allocator()
  0.00      3.34     0.00       10     0.00     0.00  std::allocator<std::_List_node<Frm::AnimationSet*> >::~allocator()
  0.00      3.34     0.00       10     0.00     0.00  std::allocator<std::_List_node<Frm::Mesh*> >::allocator()
  0.00      3.34     0.00       10     0.00     0.00  std::allocator<std::_List_node<Frm::Mesh*> >::~allocator()
  0.00      3.34     0.00       10     0.00     0.00  std::_Iter_base<float*, false>::_S_base(float*)
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_impl::_List_impl()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_impl::~_List_impl()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_M_init()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_M_clear()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_base()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::~_List_base()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_impl::_List_impl()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_impl::~_List_impl()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_init()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_clear()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_base()
  0.00      3.34     0.00       10     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::~_List_base()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::list()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::~list()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::begin()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::front()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::list()
  0.00      3.34     0.00       10     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::~list()
  0.00      3.34     0.00       10     0.00     0.00  std::pair<bool, unsigned int>::pair<bool, unsigned long>(std::pair<bool, unsigned long>&&)
  0.00      3.34     0.00       10     0.00     0.00  std::pair<bool, unsigned long>::pair<bool, unsigned long>(std::pair<bool, unsigned long>&&)
  0.00      3.34     0.00       10     0.00     0.00  std::pair<bool, unsigned long>::pair<bool, void>(bool&&, unsigned long const&)
  0.00      3.34     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::difference_type std::__distance<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*>, std::_List_const_iterator<Frm::Material*>, std::input_iterator_tag)
  0.00      3.34     0.00       10     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, float*>::__type std::__fill_n_a<float*, int, int>(float*, int, int const&)
  0.00      3.34     0.00       10     0.00     0.00  unsigned long const* std::lower_bound<unsigned long const*, float>(unsigned long const*, unsigned long const*, float const&)
  0.00      3.34     0.00       10     0.00     0.00  std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*)
  0.00      3.34     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::iterator_category std::__iterator_category<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*> const&)
  0.00      3.34     0.00       10     0.00     0.00  float const& std::max<float>(float const&, float const&)
  0.00      3.34     0.00       10     0.00     0.00  float* std::fill_n<float*, int, int>(float*, int, int const&)
  0.00      3.34     0.00       10     0.00     0.00  std::enable_if<std::is_lvalue_reference<unsigned long const&>::value, unsigned long const&>::type std::forward<unsigned long const&>(std::identity<unsigned long const&>::type)
  0.00      3.34     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::difference_type std::distance<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*>, std::_List_const_iterator<Frm::Material*>)
  0.00      3.34     0.00       10     0.00     0.00  std::pair<std::__decay_and_strip<bool>::__type, std::__decay_and_strip<unsigned long const&>::__type> std::make_pair<bool, unsigned long const&>(bool&&, unsigned long const&&&)
  0.00      3.34     0.00        9     0.00     0.00  GgafDx9Core::GgafDx9Scene::unblindSceneTree()
  0.00      3.34     0.00        9     0.00     0.00  GgafDx9Core::GgafDx9AllocHierarchy::CopyStr(char const*)
  0.00      3.34     0.00        9     0.00     0.00  GgafCore::GgafProperties::getInt(std::string)
  0.00      3.34     0.00        9     0.00     0.00  MyStg2nd::MyOptionController::setNumOption(int)
  0.00      3.34     0.00        9     0.00     0.00  MyStg2nd::Magic::commit()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Scene::unblindScene()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Kuroko::forceMvVeloRange(int)
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Quaternion::GgafDx9Quaternion()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::release()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::GgafDx9MeshSetModel(char*)
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::~GgafDx9MeshSetModel()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::~GgafDx9MeshSetModel()
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::createMeshSetModel(char*)
  0.00      3.34     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restoreMeshSetModel(GgafDx9Core::GgafDx9MeshSetModel*)
  0.00      3.34     0.00        8     0.00     0.00  Dix::OggDecoder::setResource(Dix::OggVorbisResource*)
  0.00      3.34     0.00        8     0.00     0.00  Dix::OggDecoder::~OggDecoder()
  0.00      3.34     0.00        8     0.00     0.00  Dix::OggDecoder::~OggDecoder()
  0.00      3.34     0.00        8     0.00     0.00  Dix::PCMDecoder::setBitRate(unsigned int)
  0.00      3.34     0.00        8     0.00     0.00  Dix::PCMDecoder::setChannelNum(unsigned int)
  0.00      3.34     0.00        8     0.00     0.00  Dix::PCMDecoder::setSamplingRate(unsigned int)
  0.00      3.34     0.00        8     0.00     0.00  Dix::PCMDecoder::setReady(bool)
