Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     23.58     0.00       15     0.00     0.00  Frm::Model3D::~Model3D()
  0.00     23.58     0.00       15     0.00     0.00  ToolBox::IO_Model_X::Load(std::string, Frm::Model3D*&)
  0.00     23.58     0.00       15     0.00     0.00  ToolBox::IO_Model_X::IO_Model_X()
  0.00     23.58     0.00       15     0.00     0.00  ToolBox::IO_Model_X::~IO_Model_X()
  0.00     23.58     0.00       15     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Texture>::getConnection(char const*)
  0.00     23.58     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::AnimationSet*> >::new_allocator()
  0.00     23.58     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::AnimationSet*> >::~new_allocator()
  0.00     23.58     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Mesh*> >::new_allocator()
  0.00     23.58     0.00       15     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Mesh*> >::~new_allocator()
  0.00     23.58     0.00       15     0.00     0.00  std::allocator<std::_List_node<Frm::AnimationSet*> >::allocator()
  0.00     23.58     0.00       15     0.00     0.00  std::allocator<std::_List_node<Frm::AnimationSet*> >::~allocator()
  0.00     23.58     0.00       15     0.00     0.00  std::allocator<std::_List_node<Frm::Mesh*> >::allocator()
  0.00     23.58     0.00       15     0.00     0.00  std::allocator<std::_List_node<Frm::Mesh*> >::~allocator()
  0.00     23.58     0.00       15     0.00     0.00  std::_Iter_base<float*, false>::_S_base(float*)
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_impl::_List_impl()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_impl::~_List_impl()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_M_init()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_M_clear()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_List_base()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::~_List_base()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_impl::_List_impl()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_impl::~_List_impl()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_init()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_M_clear()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::_List_base()
  0.00     23.58     0.00       15     0.00     0.00  std::_List_base<Frm::Mesh*, std::allocator<Frm::Mesh*> >::~_List_base()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::list()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::~list()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::Bone*, std::allocator<Frm::Bone*> >::begin()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::front()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::list()
  0.00     23.58     0.00       15     0.00     0.00  std::list<Frm::Mesh*, std::allocator<Frm::Mesh*> >::~list()
  0.00     23.58     0.00       15     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, float*>::__type std::__fill_n_a<float*, int, int>(float*, int, int const&)
  0.00     23.58     0.00       15     0.00     0.00  std::_Niter_base<float*>::iterator_type std::__niter_base<float*>(float*)
  0.00     23.58     0.00       15     0.00     0.00  float* std::fill_n<float*, int, int>(float*, int, int const&)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9Effect::GgafDx9Effect(char*)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9Effect::~GgafDx9Effect()
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::processCreateResource(char*, void*)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::processCreateConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9GeometricScaler::intoTargetScaleLinerUntil(int, unsigned int)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::processReleaseResource(GgafDx9Core::GgafDx9Effect*)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::GgafDx9EffectConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::~GgafDx9EffectConnection()
  0.00     23.58     0.00       14     0.00     0.00  GgafDx9Core::GgafDx9EffectConnection::~GgafDx9EffectConnection()
  0.00     23.58     0.00       14     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::createResource(char*, void*)
  0.00     23.58     0.00       14     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::createResourceConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00     23.58     0.00       14     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::add(GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>*)
  0.00     23.58     0.00       14     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::GgafResourceConnection(char*, GgafDx9Core::GgafDx9Effect*)
  0.00     23.58     0.00       14     0.00     0.00  GgafCore::GgafResourceConnection<GgafDx9Core::GgafDx9Effect>::~GgafResourceConnection()
  0.00     23.58     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::new_allocator()
  0.00     23.58     0.00       14     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~new_allocator()
  0.00     23.58     0.00       14     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false> > const&)
  0.00     23.58     0.00       14     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, int>, false>*>::~allocator()
  0.00     23.58     0.00       14     0.00     0.00  std::_Iter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00     23.58     0.00       14     0.00     0.00  std::_Niter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::pair<std::string const, int>, false>**>(std::__detail::_Hash_node<std::pair<std::string const, int>, false>**)
  0.00     23.58     0.00       13     0.00     0.00  ToolBox::IO_Model_X::MapMeshToBones(Frm::Bone*&)
  0.00     23.58     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9SeTransmitter::playImmediately(int)
  0.00     23.58     0.00       12     0.00     0.00  GgafDx9Core::GgafDx9Se::play(int, int)
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisFile::open(char const*)
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisFile::clear()
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisFile::~OggVorbisFile()
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisFile::~OggVorbisFile()
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisResource::isReady()
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisResource::OggVorbisResource()
  0.00     23.58     0.00       12     0.00     0.00  Dix::OggVorbisResource::~OggVorbisResource()
  0.00     23.58     0.00       12     0.00     0.00  Dix::PCMPlayer::terminateThread()
  0.00     23.58     0.00       12     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::useProgress(int)
  0.00     23.58     0.00       12     0.00     0.42  GgafCore::GgafRepeatSeq::create(std::string, int, int)
  0.00     23.58     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> >::allocate(unsigned int, void const*)
  0.00     23.58     0.00       12     0.00     0.00  void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> >::construct<std::pair<int const, unsigned int> const&>(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*, std::pair<int const, unsigned int> const&&&)
  0.00     23.58     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> >::max_size() const
  0.00     23.58     0.00       12     0.00     0.00  std::_Select1st<std::pair<int const, unsigned int> >::operator()(std::pair<int const, unsigned int> const&) const
  0.00     23.58     0.00       12     0.00     0.00  std::__detail::_Hash_code_base<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_store_code(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*, unsigned int) const
  0.00     23.58     0.00       12     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<int const, unsigned int>, false, false>::operator->() const
  0.00     23.58     0.00       12     0.00     0.00  std::_Hashtable<std::string, std::pair<std::string const, int>, std::allocator<std::pair<std::string const, int> >, std::_Select1st<std::pair<std::string const, int> >, std::equal_to<std::string>, std::hash<std::string>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::find(std::string const&)
  0.00     23.58     0.00       12     0.00     0.00  std::_Hashtable<int, std::pair<int const, unsigned int>, std::allocator<std::pair<int const, unsigned int> >, std::_Select1st<std::pair<int const, unsigned int> >, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_allocate_node(std::pair<int const, unsigned int> const&)
  0.00     23.58     0.00       12     0.00     0.00  std::_Hashtable<int, std::pair<int const, unsigned int>, std::allocator<std::pair<int const, unsigned int> >, std::_Select1st<std::pair<int const, unsigned int> >, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, false, false, true>::_M_insert_bucket(std::pair<int const, unsigned int> const&, unsigned int, unsigned int)
  0.00     23.58     0.00       12     0.00     0.00  std::pair<int const, unsigned int>::pair<int, unsigned int>(std::pair<int, unsigned int>&&)
  0.00     23.58     0.00       12     0.00     0.00  std::pair<int, unsigned int>::pair<int, unsigned int>(std::pair<int, unsigned int>&&)
  0.00     23.58     0.00       12     0.00     0.00  std::pair<int, unsigned int>::pair<unsigned int, void>(int const&, unsigned int&&)
  0.00     23.58     0.00       12     0.00     0.00  std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>::_Hash_node<std::pair<int const, unsigned int> const&>(std::pair<int const, unsigned int> const&&&)
  0.00     23.58     0.00       12     0.00     0.00  std::__detail::_Hashtable_iterator<std::pair<int const, unsigned int>, false, false>::_Hashtable_iterator(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*, std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**)
  0.00     23.58     0.00       12     0.00     0.00  std::__detail::_Hashtable_iterator_base<std::pair<int const, unsigned int>, false>::_Hashtable_iterator_base(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*, std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**)
  0.00     23.58     0.00       12     0.00     0.00  bool std::__detail::operator!=<std::pair<std::string const, int>, false>(std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&, std::__detail::_Hashtable_iterator_base<std::pair<std::string const, int>, false> const&)
  0.00     23.58     0.00       12     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag)
  0.00     23.58     0.00       12     0.00     0.00  std::enable_if<std::is_lvalue_reference<int const&>::value, int const&>::type std::forward<int const&>(std::identity<int const&>::type)
  0.00     23.58     0.00       12     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*)
  0.00     23.58     0.00       12     0.00     0.00  std::pair<std::__decay_and_strip<int const&>::__type, std::__decay_and_strip<unsigned int>::__type> std::make_pair<int const&, unsigned int>(int const&&&, unsigned int&&)
  0.00     23.58     0.00       12     0.00     0.00  ogg_sync_init
  0.00     23.58     0.00       12     0.00     0.00  ov_fopen
  0.00     23.58     0.00       12     0.00     0.00  ov_open
  0.00     23.58     0.00       12     0.00     0.00  ov_open_callbacks
  0.00     23.58     0.00       12     0.00     0.00  ov_raw_seek
  0.00     23.58     0.00       12     0.00     0.00  vorbis_comment_clear
  0.00     23.58     0.00       12     0.00     0.00  vorbis_comment_init
  0.00     23.58     0.00       12     0.00     0.00  vorbis_info_init
  0.00     23.58     0.00       12     0.00     0.00  vorbis_synthesis_idheader
  0.00     23.58     0.00       11     0.00     0.01  GgafDx9Core::GgafDx9SpriteActor::GgafDx9SpriteActor(char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9SpriteActor::~GgafDx9SpriteActor()
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::release()
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::~GgafDx9MeshSetModel()
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9MeshSetModel::~GgafDx9MeshSetModel()
  0.00     23.58     0.00       11     0.00     0.91  GgafDx9Core::GgafDx9ModelManager::createMeshSetModel(char*)
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restoreMeshSetModel(GgafDx9Core::GgafDx9MeshSetModel*)
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9Core::GgafDx9DrawableActor::changeEffectTechniqueInterim(char const*, unsigned int)
  0.00     23.58     0.00       11     0.00     0.01  GgafDx9LibStg::DefaultSpriteActor::DefaultSpriteActor(char const*, char const*)
  0.00     23.58     0.00       11     0.00     0.00  GgafDx9LibStg::DefaultSpriteActor::~DefaultSpriteActor()
  0.00     23.58     0.00       11     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::inactivate()
  0.00     23.58     0.00       11     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::inactivateImmediately()
  0.00     23.58     0.00       11     0.00     0.00  GgafCore::GgafScene::inactivate()
  0.00     23.58     0.00       11     0.00     0.00  GgafCore::GgafScene::inactivateImmediately()
  0.00     23.58     0.00       11     0.00     0.00  MyStg2nd::MyShip::move_WAY_BEHIND()
  0.00     23.58     0.00       11     0.00     0.00  std::__detail::_Hash_code_base<int, std::pair<int const, unsigned int>, std::_Select1st<std::pair<int const, unsigned int> >, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> const*, unsigned int) const
  0.00     23.58     0.00       11     0.00     0.00  std::pair<bool, unsigned int>::pair<bool, unsigned long>(std::pair<bool, unsigned long>&&)
  0.00     23.58     0.00       11     0.00     0.00  std::pair<bool, unsigned long>::pair<bool, unsigned long>(std::pair<bool, unsigned long>&&)
  0.00     23.58     0.00       11     0.00     0.00  std::pair<bool, unsigned long>::pair<bool, void>(bool&&, unsigned long const&)
  0.00     23.58     0.00       11     0.00     0.00  unsigned long const* std::lower_bound<unsigned long const*, float>(unsigned long const*, unsigned long const*, float const&)
  0.00     23.58     0.00       11     0.00     0.00  float const& std::max<float>(float const&, float const&)
  0.00     23.58     0.00       11     0.00     0.00  std::enable_if<std::is_lvalue_reference<unsigned long const&>::value, unsigned long const&>::type std::forward<unsigned long const&>(std::identity<unsigned long const&>::type)
  0.00     23.58     0.00       11     0.00     0.00  std::pair<std::__decay_and_strip<bool>::__type, std::__decay_and_strip<unsigned long const&>::__type> std::make_pair<bool, unsigned long const&>(bool&&, unsigned long const&&&)
  0.00     23.58     0.00       10     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::activateDelay(unsigned int)
  0.00     23.58     0.00       10     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::activate()
  0.00     23.58     0.00       10     0.00     0.00  GgafCore::GgafNode<GgafCore::GgafScene>::getSubFirst()
  0.00     23.58     0.00       10     0.00     0.00  GgafCore::GgafScene::activateDelay(unsigned int)
  0.00     23.58     0.00       10     0.00     0.00  GgafCore::GgafScene::activate()
  0.00     23.58     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::initialize()
  0.00     23.58     0.00       10     0.00     0.01  MyStg2nd::EffectTurbo002::EffectTurbo002(char const*)
  0.00     23.58     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::~EffectTurbo002()
  0.00     23.58     0.00       10     0.00     0.00  MyStg2nd::EffectTurbo002::~EffectTurbo002()
  0.00     23.58     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::end() const
  0.00     23.58     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::size() const
  0.00     23.58     0.00       10     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::begin() const
  0.00     23.58     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::difference_type std::__distance<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*>, std::_List_const_iterator<Frm::Material*>, std::input_iterator_tag)
  0.00     23.58     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::iterator_category std::__iterator_category<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*> const&)
  0.00     23.58     0.00       10     0.00     0.00  std::iterator_traits<std::_List_const_iterator<Frm::Material*> >::difference_type std::distance<std::_List_const_iterator<Frm::Material*> >(std::_List_const_iterator<Frm::Material*>, std::_List_const_iterator<Frm::Material*>)
  0.00     23.58     0.00        9     0.00     0.00  GgafDx9Core::GgafDx9Scene::unblindSceneTree()
  0.00     23.58     0.00        9     0.00     0.00  GgafCore::GgafProperties::getInt(std::string)
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Scene::unblindScene()
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Morpher::intoTargetAcceStep(int, float, float, float)
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9Quaternion::GgafDx9Quaternion()
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceMvVeloRange(int)
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::forceMvVeloRange(int, int)
  0.00     23.58     0.00        8     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::execSmoothMvVeloSequence(int, int, int, bool)
  0.00     23.58     0.00        8     0.00     0.00  Dix::OggDecoder::setResource(Dix::OggVorbisResource*)
  0.00     23.58     0.00        8     0.00     0.00  Dix::OggDecoder::~OggDecoder()
  0.00     23.58     0.00        8     0.00     0.00  Dix::OggDecoder::~OggDecoder()
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::setBitRate(unsigned int)
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::setChannelNum(unsigned int)
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::setSamplingRate(unsigned int)
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::setReady(bool)
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::PCMDecoder()
  0.00     23.58     0.00        8     0.00     0.00  Dix::PCMDecoder::~PCMDecoder()
  0.00     23.58     0.00        8     0.00     0.00  Dix::OggVorbisFile::createClone()
  0.00     23.58     0.00        8     0.00     0.00  Dix::OggVorbisFile::OggVorbisFile()
  0.00     23.58     0.00        8     0.00     0.00  Frm::Mesh::UpdateIndices()
  0.00     23.58     0.00        8     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafScene>::onActive()
  0.00     23.58     0.00        8     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeometricActor>::GgafLinkedListRing()
  0.00     23.58     0.00        8     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeometricActor>::~GgafLinkedListRing()
  0.00     23.58     0.00        8     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeometricActor>::~GgafLinkedListRing()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectMagic001::initialize()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectMagic001::onInactive()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectMagic001::onActive()
  0.00     23.58     0.00        8     0.00     0.01  MyStg2nd::EffectMagic001::EffectMagic001(char const*)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectMagic001::~EffectMagic001()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectMagic001::~EffectMagic001()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectLockon001_Main::initialize()
  0.00     23.58     0.00        8     0.00     0.01  MyStg2nd::EffectLockon001_Main::EffectLockon001_Main(char const*)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectLockon001_Main::~EffectLockon001_Main()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::EffectLockon001_Main::~EffectLockon001_Main()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionLockonController::initialize()
  0.00     23.58     0.00        8     0.00     0.07  MyStg2nd::MyOptionLockonController::MyOptionLockonController(char const*)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionLockonController::~MyOptionLockonController()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionLockonController::~MyOptionLockonController()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionTorpedoController::initialize()
  0.00     23.58     0.00        8     0.00     1.00  MyStg2nd::MyOptionTorpedoController::MyOptionTorpedoController(char const*, MyStg2nd::MyOption*)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionTorpedoController::~MyOptionTorpedoController()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOptionTorpedoController::~MyOptionTorpedoController()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyShip::WaySwitch::ON_UP(MyStg2nd::Switch, MyStg2nd::Switch, MyStg2nd::Switch)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyShip::WaySwitch::OFF_UP()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::initialize()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::adjustAngPosition(int, unsigned int)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::config(int, int, int, int)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::onActive()
  0.00     23.58     0.00        8     0.00     1.95  MyStg2nd::MyOption::MyOption(char const*, unsigned int, MyStg2nd::MyOptionController*)
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::~MyOption()
  0.00     23.58     0.00        8     0.00     0.00  MyStg2nd::MyOption::~MyOption()
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*>::new_allocator()
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*>::~new_allocator()
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Subset*> >::deallocate(std::_List_node<Frm::Subset*>*, unsigned int)
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Subset*> >::destroy(std::_List_node<Frm::Subset*>*)
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Subset*> >::allocate(unsigned int, void const*)
  0.00     23.58     0.00        8     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<Frm::Subset*> >::construct<Frm::Subset* const&>(std::_List_node<Frm::Subset*>*, Frm::Subset* const&&&)
  0.00     23.58     0.00        8     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<Frm::Subset*> >::max_size() const
  0.00     23.58     0.00        8     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*>::allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false> > const&)
  0.00     23.58     0.00        8     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>*>::~allocator()
  0.00     23.58     0.00        8     0.00     0.00  std::_Iter_base<std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<std::string const, std::string>, false>**)
  0.00     23.58     0.00        8     0.00     0.00  std::_List_base<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_get_node()
  0.00     23.58     0.00        8     0.00     0.00  std::_List_base<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_put_node(std::_List_node<Frm::Subset*>*)
  0.00     23.58     0.00        8     0.00     0.00  std::_List_node<Frm::Subset*>::_List_node<Frm::Subset* const&>(Frm::Subset* const&&&)
  0.00     23.58     0.00        8     0.00     0.00  std::_List_node<Frm::Subset*>::~_List_node()
  0.00     23.58     0.00        8     0.00     0.00  std::_List_node<Frm::Subset*>* std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_create_node<Frm::Subset* const&>(Frm::Subset* const&&&)
  0.00     23.58     0.00        8     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_erase(std::_List_iterator<Frm::Subset*>)
  0.00     23.58     0.00        8     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::pop_back()
  0.00     23.58     0.00        8     0.00     0.00  void std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::_M_insert<Frm::Subset* const&>(std::_List_iterator<Frm::Subset*>, Frm::Subset* const&&&)
  0.00     23.58     0.00        8     0.00     0.00  std::list<Frm::Subset*, std::allocator<Frm::Subset*> >::push_back(Frm::Subset* const&)
  0.00     23.58     0.00        8     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::front()
  0.00     23.58     0.00        8     0.00     0.00  std::list<Frm::Material*, std::allocator<Frm::Material*> >::pop_front()
